reactions,metabolites,metabolitestotal,gpr,genes
ATPPRT,prpp_c,prpp,CD630_15470 and CD630_15480,CD630_15470
ATPPRT,prpp_c,prpp,CD630_15470 and CD630_15480,CD630_15480
HISTDb,histda_c,histda,CD630_15820,CD630_15820
HSTPT_num1,glu__L_c,glu__L,CD630_15490,CD630_15490
HSTPT_num1,imacp_c,imacp,CD630_15490,CD630_15490
L2OA,isocaprecoa_c,isocaprecoa,CD630_03990,CD630_03990
H2CT,h2isocap_c,h2isocap,CD630_03950,CD630_03950
H2CD,h2isocapcoa_c,h2isocapcoa,CD630_03960 and CD630_03970 and CD630_03980,CD630_03960
H2CD,h2isocapcoa_c,h2isocapcoa,CD630_03960 and CD630_03970 and CD630_03980,CD630_03970
H2CD,h2isocapcoa_c,h2isocapcoa,CD630_03960 and CD630_03970 and CD630_03980,CD630_03980
H2CPD,4mop_c,4mop,CD630_03940,CD630_03940
ICCT,isocapcoa_c,isocapcoa,CD630_03950,CD630_03950
DHDPS_num1,aspsa_c,aspsa,CD630_30000,CD630_30000
DHDPS_num1,pyr_c,pyr,CD630_30000,CD630_30000
PYAS_num1,aspsa_c,aspsa,CD630_30000,CD630_30000
PYAS_num1,pyr_c,pyr,CD630_30000,CD630_30000
SDPDS_2_num1,sl2a6o_c,sl2a6o,CD630_31020,CD630_31020
UAAGDS,26dap__M_c,26dap__M,CD630_26640,CD630_26640
UAAGDS,uamag_c,uamag,CD630_26640,CD630_26640
HICITD,hicit_c,hicit,CD630_08320,CD630_08320
AACT,accoa_c,accoa,CD630_08320,CD630_08320
AACT,akg_c,akg,CD630_08320,CD630_08320
DHDPRy_num1,23dhdp_c,23dhdp,CD630_32260,CD630_32260
DHDPRx_r_num1,23dhdp_c,23dhdp,CD630_32260,CD630_32260
THDPS_2,succoa_c,succoa,CD630_32270,CD630_32270
THDPS_2,thdp_c,thdp,CD630_32270,CD630_32270
DAPDC_num1,26dap__M_c,26dap__M,CD630_20530,CD630_20530
BUTCT2,acac_c,acac,CD630_26770 and CD630_26780,CD630_26770
BUTCT2,acac_c,acac,CD630_26770 and CD630_26780,CD630_26780
BUTCT2,btcoa_c,btcoa,CD630_26770 and CD630_26780,CD630_26770
BUTCT2,btcoa_c,btcoa,CD630_26770 and CD630_26780,CD630_26780
NP1_2,nicrns_c,nicrns,CD630_12240,CD630_12240
NNDPR,prpp_c,prpp,CD630_23700,CD630_23700
NNDPR,quln_c,quln,CD630_23700,CD630_23700
NNAM,ncam_c,ncam,CD630_33570,CD630_33570
MANpts_num1,man_e,man,CD630_30150 and CD630_30140 and CD630_30130,CD630_30150
MANpts_num1,man_e,man,CD630_30150 and CD630_30140 and CD630_30130,CD630_30140
MANpts_num1,man_e,man,CD630_30150 and CD630_30140 and CD630_30130,CD630_30130
MANpts_num1,pep_c,pep,CD630_30150 and CD630_30140 and CD630_30130,CD630_30150
MANpts_num1,pep_c,pep,CD630_30150 and CD630_30140 and CD630_30130,CD630_30140
MANpts_num1,pep_c,pep,CD630_30150 and CD630_30140 and CD630_30130,CD630_30130
GLCADpts_num1,glc__aD_e,glc__aD,CD630_25120 and CD630_25100,CD630_25120
GLCADpts_num1,glc__aD_e,glc__aD,CD630_25120 and CD630_25100,CD630_25100
GLCADpts_num1,pep_c,pep,CD630_25120 and CD630_25100,CD630_25120
GLCADpts_num1,pep_c,pep,CD630_25120 and CD630_25100,CD630_25100
CELLBpts_2_num1,cellb_e,cellb,CD630_01350 and CD630_01360 and CD630_01370,CD630_01370
CELLBpts_2_num1,cellb_e,cellb,CD630_01350 and CD630_01360 and CD630_01370,CD630_01350
CELLBpts_2_num1,cellb_e,cellb,CD630_01350 and CD630_01360 and CD630_01370,CD630_01360
CELLBpts_2_num1,pep_c,pep,CD630_01350 and CD630_01360 and CD630_01370,CD630_01370
CELLBpts_2_num1,pep_c,pep,CD630_01350 and CD630_01360 and CD630_01370,CD630_01350
CELLBpts_2_num1,pep_c,pep,CD630_01350 and CD630_01360 and CD630_01370,CD630_01360
SUCpts,pep_c,pep,CD630_04690,CD630_04690
SUCpts,sucr_e,sucr,CD630_04690,CD630_04690
MNLpts,mnl_e,mnl,CD630_23320 and CD630_23340,CD630_23340
MNLpts,mnl_e,mnl,CD630_23320 and CD630_23340,CD630_23320
MNLpts,pep_c,pep,CD630_23320 and CD630_23340,CD630_23340
MNLpts,pep_c,pep,CD630_23320 and CD630_23340,CD630_23320
DACHpts,dachi_e,dachi,CD630_34450 and CD630_34440 and CD630_34430,CD630_34440
DACHpts,dachi_e,dachi,CD630_34450 and CD630_34440 and CD630_34430,CD630_34450
DACHpts,dachi_e,dachi,CD630_34450 and CD630_34440 and CD630_34430,CD630_34430
DACHpts,pep_c,pep,CD630_34450 and CD630_34440 and CD630_34430,CD630_34440
DACHpts,pep_c,pep,CD630_34450 and CD630_34440 and CD630_34430,CD630_34450
DACHpts,pep_c,pep,CD630_34450 and CD630_34440 and CD630_34430,CD630_34430
FRUpts_num1,fru_e,fru,CD630_31340,CD630_31340
FRUpts_num1,pep_c,pep,CD630_31340,CD630_31340
TGTpts,pep_c,pep,CD630_30750,CD630_30750
TGTpts,tgt_e,tgt,CD630_30750,CD630_30750
SBTpts_num1,pep_c,pep,CD630_07640 and CD630_07650 and CD630_07670,CD630_07650
SBTpts_num1,pep_c,pep,CD630_07640 and CD630_07650 and CD630_07670,CD630_07670
SBTpts_num1,pep_c,pep,CD630_07640 and CD630_07650 and CD630_07670,CD630_07640
SBTpts_num1,sbt__D_e,sbt__D,CD630_07640 and CD630_07650 and CD630_07670,CD630_07650
SBTpts_num1,sbt__D_e,sbt__D,CD630_07640 and CD630_07650 and CD630_07670,CD630_07670
SBTpts_num1,sbt__D_e,sbt__D,CD630_07640 and CD630_07650 and CD630_07670,CD630_07640
GLCpts_num1,glc__D_e,glc__D,CD630_03880,CD630_03880
GLCpts_num1,pep_c,pep,CD630_03880,CD630_03880
MOHMT,3mob_c,3mob,CD630_15130,CD630_15130
MOHMT,mlthf_c,mlthf,CD630_15130,CD630_15130
PPCDC,4ppcys_c,4ppcys,CD630_25870,CD630_25870
PANTS,ala_B_c,ala_B,CD630_15120,CD630_15120
PANTS,pant__R_c,pant__R,CD630_15120,CD630_15120
PPNCL3,4ppan_c,4ppan,CD630_25870,CD630_25870
PPNCL3,cys__L_c,cys__L,CD630_25870,CD630_25870
PNTK,pnto__R_c,pnto__R,CD630_35550,CD630_35550
ACPPD,hacp_c,hacp,CD630_15430,CD630_15430
HACPS,aacp_c,aacp,CD630_34660,CD630_34660
DPCOAK,dpcoa_c,dpcoa,CD630_11290,CD630_11290
PPNCL2,4ppan_c,4ppan,CD630_25870,CD630_25870
PPNCL2,cys__L_c,cys__L,CD630_25870,CD630_25870
APNPT,ptth_c,ptth,CD630_35550,CD630_35550
ACLS,pyr_c,pyr,CD630_15660,CD630_15660
APCPT_1,ptcys_c,ptcys,CD630_35550,CD630_35550
MCOATA_2_num1,hacp_c,hacp,CD630_11810,CD630_11810
MCOATA_2_num1,malcoa_c,malcoa,CD630_11810,CD630_11810
DPR_num1,2dhp_c,2dhp,CD630_01880,CD630_01880
PTPATi,pan4p_c,pan4p,CD630_25580,CD630_25580
GALUi_num1,g1p_c,g1p,CD630_27150,CD630_27150
XYLK,xylu__D_c,xylu__D,CD630_30650,CD630_30650
TKT2_num1,e4p_c,e4p,CD630_23210,CD630_23210
TKT2_num1,xu5p__D_c,xu5p__D,CD630_23210,CD630_23210
HXAND_num1,hxan_c,hxan,CD630_20740,CD630_20740
HXPRT_num1,hxan_c,hxan,CD630_26910,CD630_26910
HXPRT_num1,prpp_c,prpp,CD630_26910,CD630_26910
ADPRDP,adprib_c,adprib,CD630_12200,CD630_12200
XPPT,prpp_c,prpp,CD630_23300,CD630_23300
XPPT,xan_c,xan,CD630_23300,CD630_23300
DGNSK,dgsn_c,dgsn,CD630_25880,CD630_25880
GLUPRT,gln__L_c,gln__L,CD630_02200,CD630_02200
GLUPRT,prpp_c,prpp,CD630_02200,CD630_02200
GNNUC,gsn_c,gsn,CD630_16820,CD630_16820
PPGPPDP_num1,ppgpp_c,ppgpp,CD630_27440,CD630_27440
GUAPRT_num1,gua_c,gua,CD630_26910,CD630_26910
GUAPRT_num1,prpp_c,prpp,CD630_26910,CD630_26910
PRAIS,fpram_c,fpram,CD630_02210,CD630_02210
PUNP5,ins_c,ins,CD630_12240,CD630_12240
INSH,ins_c,ins,CD630_16820,CD630_16820
PUNP2,dad_2_c,dad_2,CD630_12240,CD630_12240
GDTPR_num1,pppgpp_c,pppgpp,CD630_34910,CD630_34910
DADA_num1,dad_2_c,dad_2,CD630_17470,CD630_17470
GART,for_c,for,CD630_02220,CD630_02220
GART,gar_c,gar,CD630_02220,CD630_02220
PRFGS,fgam_c,fgam,CD630_02250,CD630_02250
PRFGS,gln__L_c,gln__L,CD630_02250,CD630_02250
PUNP4,dgsn_c,dgsn,CD630_12240,CD630_12240
ADA_num1,adn_c,adn,CD630_17470,CD630_17470
GARFT,10fthf_c,10fthf,CD630_02220,CD630_02220
GARFT,gar_c,gar,CD630_02220,CD630_02220
GMPS2,gln__L_c,gln__L,CD630_01980,CD630_01980
GUAD,gua_c,gua,CD630_16630,CD630_16630
RNDR1_num1,trdrd_c,trdrd,CD630_29950 and CD630_29940,CD630_29940
RNDR1_num1,trdrd_c,trdrd,CD630_29950 and CD630_29940,CD630_29950
AICART,10fthf_c,10fthf,CD630_08410,CD630_08410
AICART,aicar_c,aicar,CD630_08410,CD630_08410
PRASCSi_num1,5aizc_c,5aizc,CD630_02190,CD630_02190
PRASCSi_num1,asp__L_c,asp__L,CD630_02190,CD630_02190
ADSS,asp__L_c,asp__L,CD630_36550,CD630_36550
ADPT_num1,ade_c,ade,CD630_27450,CD630_27450
ADPT_num1,prpp_c,prpp,CD630_27450,CD630_27450
RNTR2_2,fmnh2_c,fmnh2,CD630_01080,CD630_01080
PUNP7,xtsn_c,xtsn,CD630_12240,CD630_12240
PUNP1,adn_c,adn,CD630_12240,CD630_12240
PRAGSr,gly_c,gly,CD630_02240,CD630_02240
PRAGSr,pram_c,pram,CD630_02240,CD630_02240
PUNP3,gsn_c,gsn,CD630_12240,CD630_12240
AIRCr,air_c,air,CD630_02180,CD630_02180
RNDR2_num1,trdrd_c,trdrd,CD630_29950 and CD630_29940,CD630_29940
RNDR2_num1,trdrd_c,trdrd,CD630_29950 and CD630_29940,CD630_29950
PPGPPDPE,pppgpp_c,pppgpp,CD630_27440,CD630_27440
ADNUC,adn_c,adn,CD630_16820,CD630_16820
ASPCMY,asp__L_c,asp__L,CD630_01840,CD630_01840
ASPCMY,cmylphosph_c,cmylphosph,CD630_01840,CD630_01840
TRDR_num1,trdox_c,trdox,CD630_16910,CD630_16910
PURGL_num1,psuri5p_c,psuri5p,CD630_01030,CD630_01030
CYTD,cytd_c,cytd,CD630_24380,CD630_24380
DGTUP,uri_c,uri,CD630_05570,CD630_05570
DTTGY,cytd_c,cytd,CD630_05570,CD630_05570
ACCOAC,accoa_c,accoa,CD630_19360 and CD630_19370 and CD630_19390 and CD630_19380,CD630_19390
ACCOAC,accoa_c,accoa,CD630_19360 and CD630_19370 and CD630_19390 and CD630_19380,CD630_19380
ACCOAC,accoa_c,accoa,CD630_19360 and CD630_19370 and CD630_19390 and CD630_19380,CD630_19360
ACCOAC,accoa_c,accoa,CD630_19360 and CD630_19370 and CD630_19390 and CD630_19380,CD630_19370
ACCOAC,hco3_c,hco3,CD630_19360 and CD630_19370 and CD630_19390 and CD630_19380,CD630_19390
ACCOAC,hco3_c,hco3,CD630_19360 and CD630_19370 and CD630_19390 and CD630_19380,CD630_19380
ACCOAC,hco3_c,hco3,CD630_19360 and CD630_19370 and CD630_19390 and CD630_19380,CD630_19360
ACCOAC,hco3_c,hco3,CD630_19360 and CD630_19370 and CD630_19390 and CD630_19380,CD630_19370
OAADC,oaa_c,oaa,CD630_10050,CD630_10050
PDH,pyr_c,pyr,CD630_07230 and CD630_00360 and CD630_00370,CD630_07230
PDH,pyr_c,pyr,CD630_07230 and CD630_00360 and CD630_00370,CD630_00370
PDH,pyr_c,pyr,CD630_07230 and CD630_00360 and CD630_00370,CD630_00360
LCADi,lald__L_c,lald__L,CD630_22060,CD630_22060
ACKr,ac_c,ac,CD630_11750,CD630_11750
PPDK_num1,pyr_c,pyr,CD630_24100,CD630_24100
PPS,pyr_c,pyr,CD630_05820,CD630_05820
LDH_D,lac__D_c,lac__D,CD630_03940,CD630_03940
MLG_num1,gthrd_c,gthrd,CD630_11340,CD630_11340
MLG_num1,mthgxl_c,mthgxl,CD630_11340,CD630_11340
PANO,mthgxl_c,mthgxl,CD630_22060,CD630_22060
SUCOAACTr,ac_c,ac,CD630_23430,CD630_23430
SUCOAACTr,succoa_c,succoa,CD630_23430,CD630_23430
SLGH,lacgth_c,lacgth,CD630_27420,CD630_27420
ME1,mal__L_c,mal__L,CD630_10050,CD630_10050
PFL_num1,pyr_c,pyr,CD630_07590,CD630_07590
HAAOR,elecacceptoxi_c,elecacceptoxi,CD630_33100,CD630_33100
HAAOR,lac__D_c,lac__D,CD630_33100,CD630_33100
MCPST,cyan_c,cyan,CD630_15350,CD630_15350
MCPST,mercppyr_c,mercppyr,CD630_15350,CD630_15350
RBFK,ribflv_c,ribflv,CD630_13150,CD630_13150
RBFSa,4r5au_c,4r5au,CD630_16970,CD630_16970
RBFSa,db4p_c,db4p,CD630_16970,CD630_16970
DHPPDA2,25drapp_c,25drapp,CD630_17000,CD630_17000
APRAUR,5apru_c,5apru,CD630_17000,CD630_17000
ADPGLC,adpglc_c,adpglc,CD630_17650,CD630_17650
FFSD_2,suc6p_c,suc6p,CD630_18050,CD630_18050
BGLA,cellb_c,cellb,CD630_08180,CD630_08180
GLGC,g1p_c,g1p,CD630_08820,CD630_08820
SUCR,sucr_c,sucr,CD630_18050,CD630_18050
DC6PH,chtbs6p_c,chtbs6p,CD630_28810,CD630_28810
6PHBG_2_num1,cellb6p_c,cellb6p,CD630_03890,CD630_03890
MAL6PG_num1,malt6p_c,malt6p,CD630_13380,CD630_13380
TRE6PH,tre6p_c,tre6p,CD630_30910,CD630_30910
MPL,malt_c,malt,CD630_21880,CD630_21880
DXPS,g3p_c,g3p,CD630_12070,CD630_12070
DXPS,pyr_c,pyr,CD630_12070,CD630_12070
M45TB_num1,cys__L_c,cys__L,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_17030
M45TB_num1,cys__L_c,cys__L,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_17040
M45TB_num1,cys__L_c,cys__L,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_17021
M45TB_num1,cys__L_c,cys__L,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_17050
M45TB_num1,cys__L_c,cys__L,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_07540
M45TB_num1,g3p_c,g3p,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_17030
M45TB_num1,g3p_c,g3p,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_17040
M45TB_num1,g3p_c,g3p,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_17021
M45TB_num1,g3p_c,g3p,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_17050
M45TB_num1,g3p_c,g3p,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_07540
M45TB_num1,gly_c,gly,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_17030
M45TB_num1,gly_c,gly,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_17040
M45TB_num1,gly_c,gly,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_17021
M45TB_num1,gly_c,gly,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_17050
M45TB_num1,gly_c,gly,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_07540
M45TB_num1,pyr_c,pyr,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_17030
M45TB_num1,pyr_c,pyr,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_17040
M45TB_num1,pyr_c,pyr,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_17021
M45TB_num1,pyr_c,pyr,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_17050
M45TB_num1,pyr_c,pyr,CD630_17030 and CD630_17021 and CD630_17040 and CD630_17050 and CD630_07540,CD630_07540
TMDPK_num1,thm_c,thm,CD630_25740,CD630_25740
TYRTA_num1,akg_c,akg,CD630_01070,CD630_01070
TYRTA_num1,tyr__L_c,tyr__L,CD630_01070,CD630_01070
IPPS,3mob_c,3mob,CD630_09890,CD630_09890
IPPS,accoa_c,accoa,CD630_09890,CD630_09890
ECOAH9ir,2mb2coa_c,2mb2coa,CD630_08000,CD630_08000
IPMD_num1,3c2hmp_c,3c2hmp,CD630_09920,CD630_09920
HACD9,3hmbcoa_c,3hmbcoa,CD630_11820,CD630_11820
3MOPDC_2,3mob_c,3mob,CD630_19930,CD630_19930
IPPMIb,2ippm_c,2ippm,CD630_09900 and CD630_09910,CD630_09900
IPPMIb,2ippm_c,2ippm,CD630_09900 and CD630_09910,CD630_09910
PYDXNK,pydxn_c,pydxn,CD630_13530,CD630_13530
MANt2,man_e,man,CD630_25490,CD630_25490
GLCAt2,glc__aD_e,glc__aD,CD630_25490,CD630_25490
URAt2_num1,ura_e,ura,CD630_25940,CD630_25940
XYLt2,xyl__D_e,xyl__D,CD630_25490,CD630_25490
GLCNt2r_num1,glcn_e,glcn,CD630_28120,CD630_28120
