,fluxes,reduced_costs
EX_rib__D_e,0.0,165.91111111110624
EX_sbt__D_e,0.0,244.1111111111049
ECOAH6_num1,0.0,2.0
ENO,15.26140496370882,-2.0
FBA_num1,5.14444362422803,-2.0
MGSA,0.0,34.62222222222131
PPS,0.0,22.311111111111245
PGI,6.543762147901589,-2.0
PGK,0.0,2.0000000000001137
EDA,0.0,6.933333333333223
PGL,3.456237852098411,-2.0000000000000018
RPE,1.6293846035142683,-2.0
TALA_num1,0.0,0.0
TKT1_num1,0.9804357415359581,-2.0
G6PDA,0.0,24.311111111110904
ALCD2x_num1,0.0,1.9999999999999396
ALDD2y_num1,0.0,22.933333333333046
RMI,0.0,-2.0
EX_ura_e,0.0,242.6888888888851
EX_val__L_e,0.0,253.19999999999487
EX_xan_e,0.0,364.75555555555104
FMNAT,0.00019395929917313917,-1.9999999999999698
NADDP_num1,0.0,46.62222222222169
NMNAT_num1,0.0,-2.0000000000000835
HMPK1_num1,0.0,-1.9999999999999734
NDPK6_num1,0.0,2.0
NDPK8_num1,0.0,2.0000000000001137
PYNP2r,0.0,1.9999999999999893
DURIPP_num1,0.0,1.9999999999999893
PTRCTA,0.0,78.93333333333305
CYSDS_num1,0.0,55.999999999999204
TRPAS2,0.0,2.0
NDP3_num1,0.0,22.311111111110854
CDPPH,0.0,22.311111111110854
NDP7,0.0,22.31111111111091
EX_co2_e,24.299828780103113,-2.0
PMDPHT_num1,0.00038791859834627846,-1.9999999999999947
ILETA,0.0,2.0
VALTA,0.0,2.0
ORPT,0.0,1.9999999999999716
RBFSa,0.0007758371966925569,-2.0000000000000657
DHAD2,0.2526941759169192,-2.0
G1PP_num1,0.0,20.311111111110858
PFL_num1,0.0,5.866666666666617
FRD2,0.0,2.0
FRD3,0.0,2.0
POX,0.0,34.044444444443926
PTAr_num1,0.0,2.000000000000103
ACKr_num1,0.5063694553740501,-1.9999999999999432
EX_hxan_e,0.0,422.11111111110597
EX_ile__L_e,0.0,405.39999999999253
EX_lac__L_e,0.0,92.48888888888638
EX_leu__L_e,0.0,333.4444444444379
EX_no3_e,0.0,30.177777777777642
EX_orn_e,0.0,332.2444444444393
EX_pro__L_e,0.0,290.7777777777722
EX_pyr_e,0.0,87.17777777777559
EX_succ_e,0.0,144.9999999999966
EX_thymd_e,0.0,618.6444444444328
EX_tyr__L_e,0.0,500.7777777777672
MOAT,0.016922296523374878,-2.00000000000003
UDCPDPS,4.7837495311760366e-05,-2.0000000000002274
USHD,0.016922296523374878,-2.000000000000089
LPADSS,0.016922296523374878,-2.00000000000003
TDSK,0.016922296523374878,-2.000000000000087
EX_btn_e,0.0,2685.7777777777355
EX_ptrc_e,0.0,329.66666666666157
EX_spmd_e,0.0,0.0
EX_thym_e,0.0,-2.0
EX_xtsn_e,0.0,582.7111111111013
NTPP1_num1,0.0,42.622222222221595
NTPP2_num1,0.0,46.62222222222171
NTPTP1,0.0,42.62222222222158
NTPTP2,0.0,70.93333333333248
IPMD_num1,0.3918595381873256,-2.00000000000003
AIRC3,0.0,2.0
ADSL2r,0.389478970466104,-2.000000000000014
EX_fe2_e,0.0,2.0
PUNP5_num1,0.0,-2.0000000000000053
PUNP6_num1,0.0,-2.0000000000000053
PUNP7,0.0,-2.0000000000000053
RNDR1_num1,0.0,1.3777777777776237
RNDR3_num1,0.0,3.3777777777777374
RNDR4_num1,0.0,-0.6222222222222626
TMDS,0.022758470951409693,-1.9999999999998863
TMDK1,0.0,22.311111111110844
PPCDC,0.0005862267607292468,-2.0000000000000266
FTHFD,0.0,20.311111111110787
EX_glc__D_e,0.0,225.06666666666086
EDD,0.0,-2.0000000000000853
DHQTi,0.33148687955859923,-2.0
PUNP1,0.0,1.999999999999961
PUNP2,0.0,4.618527782440651e-14
PUNP3_num1,0.0,2.0000000000000178
LYSAM,0.0,-2.0
DHAD1,0.7605004956956063,-2.0
IPPMIa,0.0,2.0
EX_alltn_e,0.0,106.13333333333173
G3PD7,0.0,17.11111111111086
NADH9_num1,0.0,11.733333333333182
NADH10_num1,0.0,11.733333333333182
MDH,6.619270931575885,-2.00000000000003
FUM_num1,6.6188830129784915,-2.0
PYDXNK,0.0,-1.9999999999999734
PYAM5PO,0.0,-2.0
OHPBAT,-9.52294458400604e-13,-2.0
EX_dgsn_e,0.0,727.5777777777665
EX_arab__L_e,0.0,177.64444444443936
EX_fru_e,0.0,227.06666666666058
EX_gal_e,0.0,212.4888888888828
EX_xyl__D_e,0.0,179.64444444443936
EX_duri_e,0.0,511.99999999999034
EX_for_e,0.0,13.755555555555077
EX_gly_e,0.0,77.53333333333171
EX_h2_e,0.0,10.466666666666335
EX_lys__L_e,0.0,384.97777777777054
EX_ser__L_e,0.0,124.86666666666389
EX_thm_e,0.0,1880.8444444444108
EX_trp__L_e,0.0,676.5999999999868
GLUTRR,0.003103348786770228,-2.0000000000000835
GLCS1,0.0,-1.9999999999999734
GLCP_num1,0.0,-2.0000000000000053
EX_din_e,0.0,687.4222222222112
EX_fmn_e,0.0,0.0
EX_gthox_e,0.0,0.0
HEMEOS,0.0,-2.0000000000000195
ADMDC,0.0,1227.2444444444243
AGMT,0.0,-2.0
ARGDC,0.0,119.46666666666573
ARGSS,0.2572717893319337,-1.9999999999999734
AGPR,0.0,2.000000000000849
SPMS,0.0,-2.0000000000000018
G1SAT,0.003103348786770228,-2.0
KDOCT2,0.033844593046749756,-2.0000000000000195
OAADC,0.0,22.31111111111062
MNNH,0.0,-2.0
ALTRH,0.0,-2.0
GUI1,0.0,-2.0
PGAMT,0.0,2.0
UAGDP,0.082183077400321,-1.999999999999961
UAGCVT,0.024169242176785625,-2.000000000000023
GLUR,0.0,2.0
UAG2E,0.0,-2.0
EX_acald_e,0.0,93.17777777777565
EX_melib_e,0.0,443.5555555555433
MACPD,0.0,24.311111111110964
DMQMT,0.0,180.444444444442
ICHORS_copy1,0.0,2.0
EX_sucr_e,0.0,0.0
EX_tre_e,0.0,456.1333333333214
EX_zn2_e,0.0,2.0
HACD5_num1,0.0,2.0000000000002878
DNMPPA,0.0005818778975192514,-1.9999999999999947
HPPK2,0.0005818778975192514,-1.9999999999999734
PTPATi,0.0005862267607292468,-2.0000000000000266
HEX7,0.0,-1.9999999999999734
DXPRIi,0.002077886841814478,-2.000000000000197
OPHBDC,0.00019395929917313926,-2.0000000000000835
OHPHM,0.0,3803.2888888888187
GHMT2r,0.9700656904989113,-2.0
DHORD2,0.28771644112098027,-2.0
ADK4,0.0,2.0
INSK,0.0,-1.9999999999999734
ABTA_num1,0.0,-2.0
SSALx,0.0,1.377777777777844
ASPT,0.0,11.377777777777709
SERD_L_num1,0.0,27.6888888888883
THRD_num1,0.0,77.24444444444379
HEX4,0.0,-1.9999999999999734
KARA1,0.0,2.000000000000167
KARA2,0.2526941759169192,-1.9999999999999698
ACCOAC,2.0990588474668264,-2.00000000000003
NADK,0.00038878837098684795,-1.9999999999999165
ICHORS_copy2,0.0,2.0
SUCBZS,0.0,6.0
DHBD,0.0,1.9999999999999396
ICHORT,0.0,493.95555555554483
RBK_L1,0.0,-1.9999999999999734
RBP4E_num1,0.0,-2.0
NTD2_num1,0.0,6.000000000000011
NTD4_num1,0.0,-1.9999999999999947
NTD5_num1,0.0,-1.9999999999999947
NTD6_num1,0.0,-1.9999999999999947
LGTHL,0.0,0.0
PYDXPP_num1,0.0,22.311111111110847
PDXPP,0.0,22.311111111110858
HACD6_num1,0.0,1.999999999999833
ECOAH1_num1,0.0,2.0
ECOAH2_num1,0.0,2.0
ECOAH3_num1,0.0,2.0
UGLT,0.0,-2.0
DXPS,0.002465805440160757,-2.0
CDPMEK,0.002077886841814478,-1.9999999999999734
MECDPS,0.002077886841814478,-2.0
DDGLK,0.0,-1.9999999999999734
XYLI2,0.0,-2.0
PMANM,0.0,0.0
ICL,0.0,1.37777777777805
GLYCL,0.0473430295642994,-2.0
CMPN,0.0,56.62222222222181
HCYSMT,0.0,108.79999999999899
UDPG4E,0.0,2.0
LACZ,0.0,-2.0
TRE6PH,0.0,-2.0
XYLI1,0.0,-2.0
PPC,2.5743330611165396,-2.0000000000000533
ALDD4,0.0,-1.9999999999999467
G3PT_num1,0.0,22.311111111110847
CINNDO,0.0,-1.9999999999999698
DHPPD,0.0,-2.00000000000003
DHCIND,0.0,-2.00000000000003
CITL,0.0,26.311111111110762
GOFUCR,0.0,-1.9999999999999698
PYDXK_num1,0.0,-2.0
GTPCII2,0.00038791859834627846,-1.9999999999999378
URIC,0.0,-2.0
SADT2,0.2152530729953667,-2.0
LCARS,0.0,2.0000000000000604
ALCD19_num1,0.0,-1.9999999999999698
RMPA,0.0,-2.0
SBTPD,0.0,-2.00000000000003
PFK_2,0.0,-1.9999999999999734
GLTPD,0.0,-2.00000000000003
TGBPA_num1,0.0,-2.0
MANAO,0.0,1.9999999999999396
TAGURr,0.0,1.9999999999999396
PGLYCP,0.0,-2.0
GLXCL,0.0,44.66666666666589
TARTD,0.0,-2.0
GLCRAL,0.0,-2.0
KAS14_num1,0.0,6.039613253960852e-14
EDTXS1,0.0,-1.999999999999801
EDTXS2,0.0,-2.0
EDTXS3,0.0,-2.0
EDTXS4,0.0,-1.9999999999997726
EX_tmao_e,0.0,-2.0
NNDPR,0.0019813420785472005,-1.9999999999999876
HACD4_num1,0.0,2.0000000000002878
HACD7_num1,0.0,-1.9999999999998561
AACPS1,0.0,-2.0
SDPDS,0.32264129178913376,-2.0000000000000284
DMSOR1_num1,0.0,13.311111111110904
DKGLCNR2y,0.0,1.3777777777777978
2DGULRy,0.0,1.3777777777777978
RZ5PP,0.0,-2.0
NTD9_num1,0.0,22.3111111111108
NTD10,0.0,48.62222222222171
ADPT,0.0,20.311111111110865
ADK1,1.9723112292067468,-2.0
OCTDPS,0.00019395929917313926,-2.0
EX_26dap__M_e,0.0,369.82222222221515
EX_acnam_e,0.0,557.6444444444329
EX_amp_e,0.0,692.3333333333221
EX_dha_e,0.0,110.5333333333304
EX_fuc__L_e,0.0,217.48888888888297
EX_glyald_e,0.0,113.9111111111078
AACPS2,0.0,-2.0
AACPS3,0.0,-2.0
AACPS4,0.0,-1.9999999999999432
EX_rmn_e,0.0,217.48888888888297
EX_ttdca_e,0.0,924.355555555539
AMANK,0.0,-1.9999999999999734
EX_glyclt_e,0.0,61.71111111110946
EX_g6p_e,0.0,248.79999999999373
EX_2ddglcn_e,0.0,210.64444444443893
EX_galct__D_e,0.0,143.88888888888454
EX_idon__L_e,0.0,210.64444444443876
EX_indole_e,0.0,574.8444444444335
EX_3hcinnm_e,0.0,273.8444444444375
EX_acmana_e,0.0,470.46666666665766
EX_galur_e,0.0,179.5999999999949
EX_but_e,0.0,158.04444444444044
EX_cbl1_e,0.0,0.0
ACNML,0.0,-2.0000000000000284
CAT_num1,0.0,40.62222222222178
SERASr,0.0,1.9999999999999467
DMSOR2,0.0,13.311111111110904
ACMAMUT,0.0,-1.9999999999996891
DDGALK,0.0,-1.9999999999999734
AB6PGH_num1,0.0,-2.0
AMALT1,0.0,18.31111111111079
MLTP2,0.0,-2.0000000000000053
PACCOAL,0.0,-2.0000000000001137
GP4GH,0.0,-1.9999999999999467
ACGAMT,0.0,1342.6388888888598
AADDGT,0.0,-1.9999999999999165
EX_gbbtn_e,0.0,0.0
EX_tma_e,0.0,-2.0
GMHEPK,0.0,2338.183333333283
EX_malttr_e,0.0,683.1999999999815
TRE6PS,0.0,48.622222222221694
UDCPDP_num1,0.024169242176785625,-1.999999999999968
TREH,0.0,-2.0
CYTK1,0.1574314575257204,-2.0
CYTK2,0.0,2.0
GK1,0.21155306017616274,-2.0
HACD1_num1,0.0,2.0000000000000604
HACD2_num1,0.0,2.000000000000174
EX_hdcea_e,0.0,1150.3111111110918
ACACCT_num1,0.0,-2.0
BUTCT,0.0,-2.0
2DGULRx,0.0,-1.9999999999999698
G1PTT_num1,0.0,-1.9999999999999893
TDPGDH_num1,0.0,-2.0
UDPGALM,0.0,-2.0
TDPDRE,0.0,975.6444444444252
TDPDRR,0.0,-1.9999999999999698
G3PD6,0.0,17.11111111111086
ALLTN,0.0,-2.0000000000000018
UAPGR,0.024169242176785625,-1.9999999999999698
NDPK7_num1,0.0,-2.0
AOBUTDs,0.0,23.555555555555035
GLYAT,0.0,2.0
ADNUC,0.0,26.31111111111082
GMHEPPA,0.0,-2.0000000000000515
S7PI,0.0,-2.0
TRPS3,0.049440486291025806,-1.9999999999999432
CRNBTCT,0.0,2.0
CRNCBCT,0.0,2.0
CRNCDH,0.0,2.0
FADRx,0.0007010367494778036,-1.9999999999999698
GTPDPK,0.0,-2.00000000000003
NADN,0.0,-2.00000000000003
NDPK2_num1,0.36989951852130126,-2.0
NDPK3_num1,0.1574314575257204,-2.0
NDPK4_num1,0.022758470951409693,-2.0
FCLT_num1,0.00019395929917313926,-2.0000000000000604
HBZOPT,0.00019395929917313926,-2.0000000000000195
PNTK,0.0005862267607292468,-1.9999999999999734
DPCOAK,0.0005862267607292468,-1.9999999999999734
HETZK,0.0,-1.9999999999999734
KDOPS,0.033844593046749756,-1.9999999999999805
KDOPP,0.033844593046749756,-1.9999999999999947
AST,0.0,-2.00000000000003
SGDS,0.0,-1.9999999999999858
CYNTAH,0.0,-2.0
GSPMDA,0.0,-2.0
GSPMDS,0.0,22.311111111110844
GUAD,0.0,68.93333333333254
TMAOR1_num1,0.0,-1.9999999999999698
TMAOR2,0.0,-1.9999999999999396
DGK1,0.0,-1.9999999999999432
DTMPK,0.022758470951409693,-2.0
NDPK1_num1,0.6871325640222997,-2.0
TRDR_num1,0.2152530729953667,-1.9999999999999698
PGMT_num1,0.0,-2.0
FRUK,0.0,-1.9999999999999734
RHCCE,0.00038965814363034257,-2.0
KG6PDC_num1,0.0,-1.9999999999999982
X5PL3E_num1,0.0,-2.0
DOGULNR,0.0,-1.9999999999999698
BETALDHx,0.0,1.377777777777844
BETALDHy,0.0,-1.9999999999999467
MLTG3,0.0,18.311111111110847
DKGLCNR1_num1,0.0,1.3777777777777978
NADTRHD,0.0,3.3777777777777374
FMNRx2_num1,0.0,1.3777777777777978
ACPS1_num1,0.0,-2.000000000000144
EX_nmn_e,0.0,642.3777777777649
EX_urea_e,0.0,-2.0
GMPS2,0.0,20.311111111110897
AMPN,0.0,26.311111111110904
GSNK,0.0,-1.9999999999999734
EX_f6p_e,0.0,250.79999999999373
ADCS,0.0005818778975192514,-2.000000000000014
ADCL_num1,0.0005818778975192514,-1.999999999999801
DHAPT,1.9660843082515473,-2.0000000000000284
EX_lac__D_e,0.0,104.22222222221961
UMPK_num1,0.32880797982114074,-2.000000000000057
DDPGALA,0.0,-2.0
DURIK1,0.0,-1.9999999999999734
UPPRT,0.0,36.62222222222171
CTPS2,0.1396202533621891,-2.0000000000000036
NTD1_num1,0.0,22.3111111111108
NTD7_num1,0.0,22.311111111110915
PAPPT3,0.024169242176785625,-2.0000000000000284
UAGPT3,0.024169242176785625,-2.000000000000144
EX_ttdcea_e,0.0,905.3111111110952
F6PA_num1,1.9660843082515473,-2.0
AGMHE,0.0,-2.0
GMHEPAT,0.0,-1.9999999999999698
EX_h2s_e,0.0,-2.0
EX_gthrd_e,0.0,649.5333333333222
IDOND,0.0,-1.9999999999999698
IDOND2,0.0,1.3777777777777978
GLYCLTDx_num1,0.0,13.733333333333182
HPYRRy_num1,0.0,1.3777777777777978
ACODA,0.2572717893319337,-2.0
ADA,0.0,37.68888888888813
DADA,0.0,35.68888888888824
ADD,0.0,33.68888888888819
ADSS,0.26032643085077034,-1.9999999999998277
AGDC,0.0,148.6888888888874
ASNN_num1,0.0,46.622222222221694
ASNS2_num1,0.2096630442250273,-1.9999999999999734
ASPCT_num1,0.28771644112098027,-1.9999999999999964
DMPPS,0.00024179679448489962,-1.9999999999999698
MCOATA,2.099057107921542,-2.0
IPDPS,0.0018360900473295785,-1.9999999999999698
DAPE,0.32264129178913376,-2.0
DHDPRy,0.32264129178913376,-1.9999999999999698
HSK,0.4733441881560949,-1.9999999999999734
SDPTA_num1,0.0,1.9999999999999432
THRS,0.4733441881560949,-1.9999999999999947
HSST,0.1338675771077894,-2.0
PPNDH,0.1611384285260612,-1.9999999999999982
DDPA_num1,0.33148687955859923,-1.9999999999999947
NMNDA,0.0,46.62222222222181
NNAM,0.0,-2.0
P5CD,0.0,29.68888888888858
SPMDAT1,0.0,78.13333333333156
SPMDAT2,0.0,78.13333333333156
TDPADGAT,0.0,-2.00000000000003
MALS_num1,0.0003879185973938177,-2.00000000000003
TRE6PP,0.0,22.311111111110858
EX_met__D_e,0.0,0.0
EX_tartr__L_e,0.0,112.64444444444166
EX_taur_e,0.0,51.99999999999956
EX_maltpt_e,0.0,1165.6444444444135
EX_glcur_e,0.0,179.5999999999949
ADPRDP_num1,0.0,166.1777777777762
ARAI,0.0,-2.0
M1PD,0.0,-2.00000000000003
G3PD2,0.0,1.9999999999999396
GALS3,0.0,-2.0
FCI,0.0,-2.0
FCLK,0.0,-1.9999999999999734
FCLPA_num1,0.0,-2.0
ACCOAL_num1,0.0,0.0
GALUi,0.0,-1.9999999999999893
U23GAAT,0.033844593046749756,-2.000000000000144
UAAGDS,0.024169242176785625,-1.9999999999999734
UAMAS,0.024169242176785625,-1.9999999999999734
UAMAGS,0.024169242176785625,-1.9999999999999734
UGLYCH,0.0,-1.9999999999999964
OP4ENH,0.0,-2.0
HOPNTAL,0.0,-2.0
3HPPPNH,0.0,-1.9999999999999698
AKGDH,5.711891060048602,-2.0
HPYRRx_num1,0.0,-1.9999999999999698
GLYCDx,0.0,5.37777777777745
ASP1DC,0.0005862267607292468,-1.9999999999999982
UGMDDS,0.024169242176785625,-2.000000000000144
UHGADA,0.033844593046749756,-2.0
UAGAAT,0.033844593046749756,-2.0
ATPPRT,0.08240052056082901,-2.0
HISTD,0.08240052056082901,-1.999999999999977
IGPDH,0.08240052056082901,-2.0
PRPPS,0.8112117198166594,-2.00000000000003
PRATPP,0.08240052056082901,-2.0000000000000497
PRMICI,0.08240052056082901,-2.0
SERAT,0.2152530729953667,-2.0
CYSS_num1,0.2152530729953667,-2.00000000000003
BPNT,0.2152530729953667,-1.9999999999999947
PAPSR_num1,0.2152530729953667,-2.0000000000000036
ASPK_num1,0.929853057053018,-2.0
ASAD,0.0,2.000000000000167
DAPDC,0.2984720496123482,-1.9999999999999982
EX_mmet_e,0.0,659.0666666666561
METAT,0.0007810558325447492,-2.000000000000057
ASCBPL,0.0,-2.0000000000000018
ACBIPGT,0.0,755.1555555555441
ADOCBLS,0.0,-1.9999999999999734
ADOCBIK,0.0,796.1555555555433
TMPK,0.00019395929917313926,-1.9999999999999432
HPPPNDO,0.0,-2.0000000000000018
DHCINDO,0.0,-2.0000000000000018
HKNDDH,0.0,-2.0000000000000018
HKNTDH,0.0,-1.9999999999999876
GLYCK2,0.0,-1.9999999999999734
ENTCS,0.0,-1.9999999999997016
SULR,0.2152530729953667,-1.9999999999999645
MANPGH,0.0,-2.0
URDGLYCD,0.0,32.19999999999908
CBMKr,0.544988230452914,-2.0000000000000036
AMANAPEr,0.0,-2.0
ACM6PH,0.0,-2.0
NNATr,0.0019813420785472005,-2.0000000000000266
CYTDH_num1,0.0,80.93333333333271
PSERT,1.4939314923400775,-2.000000000000057
AIRC2,0.389478970466104,-1.9999999999999734
GAPD,16.755336456048898,-2.00000000000003
HEX1,0.0,-1.9999999999999734
GND,3.456237852098411,-2.0000000000001137
TAUDO,0.0,-2.0000000000000018
DM_amob_c,1.7395452840640293e-06,-2.0
ME2,0.0,16.933333333332826
ARGSL,0.2572717893319337,-2.000000000000014
CBPS,0.0,42.62222222222169
GLU5K,0.192267591384387,-2.0
IPPS,0.3918595381873256,-2.00000000000003
EX_mg2_e,0.0,2.0
ACOATA,0.0,-2.0
MLTG2,0.0,-1.9999999999999716
MLTG1,0.0,-2.0
AMALT3,0.0,-2.0
MLTP3,0.0,-2.0000000000000053
SPODM_num1,0.0014142503159457844,-2.0
AHCYSNS,0.00038965814363034257,-2.0000000000000284
TMK,0.0,-1.9999999999999734
NTPP4_num1,0.0,46.62222222222171
NTPP3_num1,0.0,42.62222222222171
NTPP6_num1,0.0,44.62222222222175
NTPP7_num1,0.0,46.62222222222171
NTPP8_num1,0.0,46.622222222221765
P5CR,0.192267591384387,-2.0000000000000533
CYANST_num1,0.0,-2.0000000000000018
DHPPDA2,0.00038791859834627846,-2.0000000000000266
G5SADs,0.192267591384387,-2.0000000000000018
GMAND,0.0,1004.9111111110931
PPCSCT,0.0,2.0000000000002274
CYTD,0.0,52.62222222222181
DCYTD,0.0,24.31111111111085
DBTS,1.7395452840640293e-06,-1.999999999999977
DCTPD,0.0,44.62222222222175
DHDPS,0.32264129178913376,-2.0
G1PACT,0.082183077400321,-1.9999999999999165
GART,0.002133552290904365,-1.9999999999999734
CSND,0.0,-2.0000000000000124
GF6PTA,0.082183077400321,-2.000000000000014
H2SO,0.0,224.93333333333106
GLUCYS,0.0,95.82222222222123
GLUN_num1,0.0,22.311111111110876
GLUPRT,0.3896729297652772,-1.9999999999999716
GMPR,0.0,51.99999999999944
NADS1,0.0019813420785472005,-2.00000000000003
NTRIR2x,0.0,88.88888888888785
OCBT_num1,0.2572717893319337,-1.9999999999999964
GARFT,0.38753937747437284,-2.00000000000003
GPDDA1,0.0,-2.0000000000000018
GPDDA2,0.0,-2.0000000000000018
PHETA1_num1,0.0,1.9999999999999432
PPND,0.12013212754481982,-2.0
TRPS1,0.0,23.688888888888414
PRAMPC,0.08240052056082901,-2.0
MCITL2,0.0,-2.0
DXYLK,0.0,-1.9999999999999734
MDH3,0.0,9.733333333333121
SOTA,0.0,-2.0
SGSAD,0.0,168.62222222222124
PTA2,0.0,-1.9999999999999485
MDH2,0.0,9.733333333333164
ACOTA_num1,0.0,2.0
GPDDA5,0.0,-2.0000000000000018
PDX5PS,0.00019395929917313926,-2.00000000000003
PPBNGS,0.001551674393385114,-1.9999999999999734
PPNCL2,0.0005862267607292468,-2.0000000000013003
PRAGSr,0.3896729297652772,-2.000000000000087
PRFGS,0.3896729297652772,-1.9999999999999734
EX_acac_e,0.0,117.9555555555524
ETHAAL,0.0,-2.0
MAN1PT2,0.0,24.31111111111086
AP4AH,0.0,-1.9999999999999467
AP5AH,0.0,-1.9999999999998899
ADNCYC,0.0,46.622222222221694
MI1PP,0.0,-1.9999999999999947
MCITS,0.0,-2.00000000000003
PPAKr,0.0,2.0
NTP3_num1,0.0,22.311111111110854
PPM2,0.0,-2.0
MOAT2,0.016922296523374878,-2.00000000000003
EX_adn_e,0.0,686.3333333333221
EX_ins_e,0.0,628.0666666666563
G6PDH2r,3.456237852098411,-2.00000000000003
NADH5_num1,0.0,11.733333333333182
MOHMT,0.0005862267607292468,-2.0
EX_glyc3p_e,0.0,167.26666666666267
EX_lcts_e,0.0,443.5555555555433
EX_nac_e,0.0,288.28888888888264
EX_ocdca_e,0.0,0.0
GMPS,0.21155306017616274,-1.9999999999999467
FTHFLi,0.0,1.1368683772161603e-13
UDPGD,0.0,749.7111111110958
GLCRD_num1,0.0,-2.0
PPPNDO,0.0,-1.9999999999999698
CHRPL_num1,0.00019395929917313926,-2.0
TDPAGTA,0.0,-2.0
UACMAMO,0.0,-1.999999999999977
FBA3,0.9804357415359581,-2.0
PMPK,0.00019395929917313926,-2.0
LCADi,0.0,-1.9999999999999467
ADK3,0.0,0.0
GLUDC_num1,0.0,16.933333333332858
BSORy,0.0,1.3777777777780251
ADSK,0.2152530729953667,-2.00000000000003
HSDy_num1,0.0,1.9999999999999396
CYSTL_num1,0.1338675771077894,-2.0
SHSL1,0.1338675771077894,-2.000000000000087
SSALy_num1,0.0,-1.9999999999999467
EX_dad_2_e,0.0,743.6888888888772
EX_ser__D_e,0.0,120.86666666666389
EX_gam6p_e,0.0,287.1111111111046
EX_15dap_e,0.0,0.0
