metname,inchikey,Canonical_SMILES
stys,UQZIYBXSHAGNOE-XNSRJBNMSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O
2obut,TYEYBOSBBBHJIV-UHFFFAOYSA-M,CCC(=O)C(=O)[O-]
4adcho,OIUJHGOLFKDBSU-HTQZYQBOSA-M,C=C(C(=O)[O-])OC1C=C(C=CC1[NH3+])C(=O)[O-]
kdolipid4,GPNCBCJEDRRCDW-ACUQGRCXSA-I,CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)([O-])[O-])COC2C(C(C(C(O2)COC3(CC(C(C(O3)C(CO)O)O)O)C(=O)[O-])OP(=O)([O-])[O-])OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)O)O)OC(=O)CC(CCCCCCCCCCC)O)O
tyrp,DCWXELXMIBXGTH-QMMMGPOBSA-L,C1=CC(=CC=C1CC(C(=O)[O-])[NH3+])OP(=O)([O-])[O-]
unagamuf,PSONHUYFSWYIME-RZVIFHIQSA-K,CC1C(C(C(C(O1)OC2C(C(C(OC2C(=O)[O-])OC3C(OC(C(C3O)NC(=O)C)OP(=O)([O-])OP(=O)([O-])OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)CO)NC(=O)C)O)O)O)NC(=O)C
dhf,OZRNSSUDZOLUSN-LBPRGKRZSA-L,C1C(=NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]
murein5p5p,WSONNHVKPYOZEY-UHFFFAOYSA-E,noinchikey_inpubchem
murein5p4p,YJNGRCZHKAYCMA-VZNOAHCOSA-E,noinchikey_inpubchem
pg161,GHQNERCMPIDAAU-ANXSUKRNSA-M,noinchikey_inpubchem
alatrna,NA,noinchikey_inpubchem
etha,HZAXFHJVJLSVMW-UHFFFAOYSA-O,C(CO)[NH3+]
din,VGONTNSXDCQUGY-RRKCRQDMSA-N,C1C(C(OC1N2C=NC3=C2NC=NC3=O)CO)O
clpn161,UYSHBKYVDAZLKJ-GMUISZSCSA-L,noinchikey_inpubchem
12dgr140,NA,noinchikey_inpubchem
malt6p,ITPHOIFCAFNCLL-ASMJPISFSA-L,C(C1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)COP(=O)([O-])[O-])O)O)O)O
zn2,PTFCDOFLOPIGGS-UHFFFAOYSA-N,[Zn+2]
arg__L,ODKSFYDXXFIFQN-BYPYZUCNSA-O,C(CC(C(=O)[O-])[NH3+])C[NH+]=C(N)N
taur,XOAAWQZATWQOTB-UHFFFAOYSA-N,C(CS(=O)(=O)O)N
glycogen,NA,noinchikey_inpubchem
r5p,KTVPXOYAKDPRHY-AIHAYLRMSA-L,C(C1C(C(C(O1)O)O)O)OP(=O)([O-])[O-]
pg181,NA,noinchikey_inpubchem
pyam5p,ZMJGSOSNSPKHNH-UHFFFAOYSA-M,CC1=NC=C(C(=C1O)C[NH3+])COP(=O)([O-])[O-]
nicrnt,JOUIQRNQJGXQDC-ZYUZMQFOSA-L,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])[O-])O)O)C(=O)[O-]
ap4a,YOAHKNVSNCMZGQ-XPWFQUROSA-J,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N
acgal1p,FZLJPEPAYPUMMR-JAJWTYFOSA-L,CC(=O)NC1C(C(C(OC1OP(=O)([O-])[O-])CO)O)O
acgam6p,BRGMHAYQAZFZDJ-RTRLPJTCSA-L,CC(=O)NC1C(C(C(OC1O)COP(=O)([O-])[O-])O)O
lac__L,JVTAAEKCZFNVCJ-REOHCLBHSA-M,CC(C(=O)[O-])O
dcacoa,NA,noinchikey_inpubchem
5mta,WUUGFSXJNOTRMR-IOSLPCCCSA-N,CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
mi1p__D,INAPMGSXUVUWAF-UOTPTPDRSA-L,noinchikey_inpubchem
rbflvrd,SGSVWAYHEWEQET-SCRDCRAPSA-N,CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(CO)O)O)O
pa161,NA,noinchikey_inpubchem
25dkglcn,RXMWXENJQAINCC-DMTCNVIQSA-M,C(C(=O)C(C(C(=O)C(=O)[O-])O)O)O
pa120,NA,noinchikey_inpubchem
f1p,RHKKZBWRNHGJEZ-VRPWFDPXSA-L,C(C1C(C(C(O1)(COP(=O)([O-])[O-])O)O)O)O
cbi,XQRJFEVDQXEIAX-JFYQDRLCSA-M,noinchikey_inpubchem
glu5sa,KABXUUFDPUOJMW-BYPYZUCNSA-N,C(CC(C(=O)O)N)C=O
succoa,VNOYUJKHFWYWIR-ITIYDSSPSA-I,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-])O
26dap_LL,GMKMEZVLHJARHF-WHFBIAKZSA-N,C(CC(C(=O)O)N)CC(C(=O)O)N
6hmhptpp,FCQGJGLSOWZZON-UHFFFAOYSA-K,C1C(=NC2=C(N1)NC(=NC2=O)N)COP(=O)([O-])OP(=O)([O-])[O-]
td2coa,MBCVYCOKMMMWLX-YYMFEJJQSA-J,CCCCCCCCCCCC=CC(=O)SCCN=C(CCN=C(C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)[O-])[O-]
kdo2lipid4,XAOLJGCZESYRFT-VHSKNIDJSA-H,CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)([O-])[O-])COC2C(C(C(C(O2)COC3(CC(C(C(O3)C(CO)O)O)OC4(CC(C(C(O4)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])OP(=O)([O-])[O-])OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)O)O)OC(=O)CC(CCCCCCCCCCC)O)O
gam6p,XHMJOUIAFHJHBW-IVMDWMLBSA-M,C(C1C(C(C(C(O1)O)[NH3+])O)O)OP(=O)([O-])[O-]
25aics,NAQGHJTUZRHGAC-ZZZDFHIKSA-J,C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)N)C(=O)NC(CC(=O)[O-])C(=O)[O-]
murein4px4p4p,NPJMJVATSCHTAI-UHFFFAOYSA-F,noinchikey_inpubchem
1agpg120,IACXMECMZISNLR-UHFFFAOYSA-M,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(CO)O)O
23cump,HWDMHJDYMFRXOX-XVFCMESISA-M,C1=CN(C(=O)NC1=O)C2C3C(C(O2)CO)OP(=O)(O3)[O-]
cobalt2,XLJKHNWPARRRJB-UHFFFAOYSA-N,[Co+2]
acorn,JRLGPAXAGHMNOL-LURJTMIESA-N,CC(=O)NC(CCCN)C(=O)O
ppap,FMNMEQSRDWIBFO-UHFFFAOYSA-L,CCC(=O)OP(=O)([O-])[O-]
pg141,NA,noinchikey_inpubchem
pgp161,PTJJTQQVMKSSOK-WXUKJITCSA-K,CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(COP(=O)([O-])[O-])O)OC(=O)CCCCCCCC=CCCCCCC
ru5p__L,FNZLKVNUWIIPSJ-CRCLSJGQSA-L,C(C(C(C(=O)CO)O)O)OP(=O)([O-])[O-]
chol,OEYIOHPDSNJKLS-UHFFFAOYSA-N,C[N+](C)(C)CCO
paps,GACDQMDRPRGCTN-KQYNXXCUSA-J,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OS(=O)(=O)[O-])OP(=O)([O-])[O-])O)N
gthrd,RWSXRVCMGQZWBV-WDSKDSINSA-M,C(CC(=O)NC(C[S-])C(=O)NCC(=O)O)C(C(=O)O)N
12dgr180,NA,noinchikey_inpubchem
galct__D,DSLZVSRJTYRBFB-DUHBMQHGSA-L,C(C(C(C(=O)[O-])O)O)(C(C(=O)[O-])O)O
dmso,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C
tre,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O
2dda7p,PJWIPEXIFFQAQZ-PUFIMZNGSA-K,C(C(C(C(COP(=O)([O-])[O-])O)O)O)C(=O)C(=O)[O-]
pg140,BPHQZTVXXXJVHI-AJQTZOPKSA-M,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(CO)O)OC(=O)CCCCCCCCCCCCC
adocbi,KQXSPGAEBZWHMC-OCUXTBADSA-N,noinchikey_inpubchem
fe2,CWYNVVGOOAEACU-UHFFFAOYSA-N,[Fe+2]
pe120,NA,noinchikey_inpubchem
dsbgox,NA,noinchikey_inpubchem
cynt,XLJMAIOERFSOGZ-UHFFFAOYSA-M,noinchikey_inpubchem
3amp,LNQVTSROQXJCDD-KQYNXXCUSA-L,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])[O-])O)N
protrna,NA,noinchikey_inpubchem
acgam1p,FZLJPEPAYPUMMR-RTRLPJTCSA-L,noinchikey_inpubchem
allul6p,GSXOAOHZAIYLCY-NGJCXOISSA-L,C(C(C(C(C(=O)CO)O)O)O)OP(=O)([O-])[O-]
2ddglcn,WPAMZTWLKIDIOP-WVZVXSGGSA-M,C(C(C(CO)O)O)C(=O)C(=O)[O-]
dgtp,HAAZLUGHYHWQIW-KVQBGUIXSA-J,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O
tcynt,ZMZDMBWJUHKJPS-UHFFFAOYSA-M,C(#N)[S-]
3ocmrs7eACP,NA,noinchikey_inpubchem
pap,WHTCPDAXWFLDIH-KQYNXXCUSA-J,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])[O-])OP(=O)([O-])[O-])O)N
cdpdtdec7eg,VDJIEKQUDMPHPA-WNAWUNHNSA-L,noinchikey_inpubchem
pgp181,NA,noinchikey_inpubchem
mso3,AFVFQIVMOAPDHO-UHFFFAOYSA-M,CS(=O)(=O)[O-]
dd2coa,IRFYVBULXZMEDE-DEEZISNZSA-J,CCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
glc__D,WQZGKKKJIJFFOK-GASJEMHNSA-N,C(C1C(C(C(C(O1)O)O)O)O)O
citr__L,RHGKLRLOHDJJDR-BYPYZUCNSA-N,C(CC(C(=O)O)N)CNC(=O)N
1ddecg3p,STTKJLVEXMKLNA-CQSZACIVSA-L,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])O
od2coa,NBCCUIHOHUKBMK-ZDDAFBBHSA-J,CCCCCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
succ,KDYFGRWQOYBRFD-UHFFFAOYSA-L,C(CC(=O)[O-])C(=O)[O-]
sheme,DLKSSIHHLYNIKN-QIISWYHFSA-D,CC1(C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)CC(=O)[O-])CCC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])C(C3(C)CC(=O)[O-])CCC(=O)[O-])CCC(=O)[O-])CC(=O)[O-].[Fe+2]
2odecg3p,NA,noinchikey_inpubchem
ppp9,KSFOVUSSGSKXFI-UJJXFSCMSA-L,noinchikey_inpubchem
uLa4n,NA,noinchikey_inpubchem
3hoctaACP,NA,noinchikey_inpubchem
cdpdhdecg,NA,noinchikey_inpubchem
apg160,BSAFHIMUDGXOPA-OKPYTHRESA-M,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)O
xtp,CAEFEWVYEZABLA-UUOKFMHZSA-J,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)NC(=O)NC2=O
trnapro,NA,noinchikey_inpubchem
salc,YGSDEFSMJLZEOE-UHFFFAOYSA-M,C1=CC=C(C(=C1)C(=O)[O-])O
2agpg141,NA,noinchikey_inpubchem
kokdo_laur_hde_lipid4,NA,noinchikey_inpubchem
u3hga,ZFPNNOXCEDQJQS-SSVOXRMNSA-M,CCCCCCCCCCCC(CC(=O)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)[NH3+])O
12ppd__S,DNIAPMSPPWPWGF-VKHMYHEASA-N,CC(CO)O
imp,GRSZFWQUAKGDAV-KQYNXXCUSA-L,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])[O-])O)O
Sfglutth,FHXAGOICBFGEBF-BQBZGAKWSA-M,C(CC(=O)NC(CSC=O)C(=O)NCC(=O)[O-])C(C(=O)[O-])[NH3+]
34dhpac,IADQVXRMSNIUEL-UHFFFAOYSA-N,C1=CC(=C(C=C1CC=O)O)O
pydx,RADKZDMFGJYCBB-UHFFFAOYSA-N,CC1=NC=C(C(=C1O)C=O)CO
octeACP,NA,noinchikey_inpubchem
g3pi,BMVUIWJCUQSHLZ-UJGXJMNGSA-M,noinchikey_inpubchem
unaga,NEVJGTXBHJNFAZ-JXCMATCVSA-L,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])OC1C(C(C(C(O1)CO)O)O)NC(=O)C)C)C)C)C)C)C)C)C)C)C)C
4hba,BVJSUAQZOZWCKN-UHFFFAOYSA-N,C1=CC(=CC=C1CO)O
ahdt,DGGUVLXVLHAAGT-XINAWCOVSA-J,C1C(=NC2=C(N1)NC(=NC2=O)N)C(C(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O
alac__S,NMDWGEGFJUBKLB-YFKPBYRVSA-M,CC(=O)C(C)(C(=O)[O-])O
prlp,BLKFNHOCHNCLII-GHVQHMAVSA-J,C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)NC=NCC(=O)C(C(COP(=O)([O-])[O-])O)O)C(=O)N
rhcys,IQFWYNFDWRYSRA-BLELIYKESA-N,C(CSCC1C(C(C(O1)O)O)O)C(C(=O)O)N
cmp,IERHLVCPSMICTF-XVFCMESISA-L,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])[O-])O)O
uacgam,LFTYTUAZOPRMMI-CFRASDGPSA-L,CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
gam,MSWZFWKMSRAUBD-IVMDWMLBSA-O,C(C1C(C(C(C(O1)O)[NH3+])O)O)O
3hddecACP,NA,noinchikey_inpubchem
aso4,DJHGAFSJWGLOIV-UHFFFAOYSA-L,O[As](=O)([O-])[O-]
dgdp,CIKGWCTVFSRMJU-KVQBGUIXSA-K,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)([O-])OP(=O)([O-])[O-])O
fum,VZCYOOQTPOCHFL-OWOJBTEDSA-L,C(=CC(=O)[O-])C(=O)[O-]
fmettrna,NA,noinchikey_inpubchem
maltpt,FTNIPWXXIGNQQF-DWTFCAFKSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)O)CO)CO)CO)CO)O)O)O)O
3hhcoa,VAAHKRMGOFIORX-IKTBLOROSA-J,CCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O
trnaphe,NA,noinchikey_inpubchem
grxrd,NA,noinchikey_inpubchem
ps180,TZCPCKNHXULUIY-RGULYWFUSA-M,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(C(=O)[O-])[NH3+])OC(=O)CCCCCCCCCCCCCCCCC
ile__L,AGPKZVBTJJNPAG-WHFBIAKZSA-N,CCC(C)C(C(=O)O)N
aacald,LYIIBVSRGJSHAV-UHFFFAOYSA-O,C(C=O)[NH3+]
1tdecg3p,FAZBDRGXCKPVJU-MRXNPFEDSA-L,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])O
glcur,AEMOLEFTQBMNLQ-AQKNRBDQSA-M,C1(C(C(OC(C1O)O)C(=O)[O-])O)O
glyb,KWIUHFFTVRNATP-UHFFFAOYSA-N,C[N+](C)(C)CC(=O)[O-]
ps120,NA,noinchikey_inpubchem
N1aspmd,MQTAVJHICJWXBR-UHFFFAOYSA-P,CC(=O)NCCC[NH2+]CCCC[NH3+]
cpg160,OBXHKDVMOWISFV-UHFFFAOYSA-M,CCCCCCC1CC1CCCCCCCC(=O)OCC(COP(=O)([O-])OCC(CO)O)OC(=O)CCCCCCCC2CC2CCCCCC
lac__D,JVTAAEKCZFNVCJ-UWTATZPHSA-M,CC(C(=O)[O-])O
glu1sa,MPUUQNGXJSEWTF-BYPYZUCNSA-N,C(CC(=O)O)C(C=O)N
sulfac,AGGIJOLULBJGTQ-UHFFFAOYSA-L,C(C(=O)[O-])S(=O)(=O)[O-]
1agpg180,HFJVKBVEKQHVTO-XZOQPEGZSA-M,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(CO)O)O
mnl1p,GACTWZZMVMUKNG-KVTDHHQDSA-L,C(C(C(C(C(COP(=O)([O-])[O-])O)O)O)O)O
glx,HHLFWLYXYJOTON-UHFFFAOYSA-M,C(=O)C(=O)[O-]
murein5p3p,SBOXLYQXPDGZLN-UHFFFAOYSA-G,noinchikey_inpubchem
kokdo_laur_lipid4,NA,noinchikey_inpubchem
2odec11eg3p,NA,noinchikey_inpubchem
amet,MEFKEPWMEQBLKI-AIRLBKTGSA-O,C[S+](CCC(C(=O)O)N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
3pg,OSJPPGNTCRNQQC-UWTATZPHSA-K,C(C(C(=O)[O-])O)OP(=O)([O-])[O-]
fe3hox,NA,noinchikey_inpubchem
3odcoa,AZCVXMAPLHSIKY-HSJNEKGZSA-J,CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
apg181,NA,noinchikey_inpubchem
sucr,CZMRCDWAGMRECN-UGDNZRGBSA-N,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O
2agpe161,NA,noinchikey_inpubchem
sucgsa,XTOKIEIBKARFSZ-LURJTMIESA-L,C(CC(C(=O)[O-])NC(=O)CCC(=O)[O-])C=O
butso3,NA,noinchikey_inpubchem
gar,OBQMLSFOUZUIOB-HJZCUYRDSA-M,C(C1C(C(C(O1)NC(=O)C[NH3+])O)O)OP(=O)([O-])[O-]
tre6p,LABSPYBHMPDTEL-LIZSDCNHSA-L,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)COP(=O)([O-])[O-])O)O)O)O)O)O)O
fad,IMGVNJNCCGXBHD-UYBVJOGSSA-K,noinchikey_inpubchem
tym,DZGWFCGJZKJUFP-UHFFFAOYSA-O,C1=CC(=CC=C1CC[NH3+])O
2omhmbl,QURLIMHPCRKMJP-WDXILIIOSA-N,CC1=C(C(=C(C(=C1O)O)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
dscl,OQIIYZQTTMKFAU-ZNLOQLQNSA-G,CC1(C(C2=CC3=C(C(=C(N3)CC4=C(C(=C(N4)C=C5C(C(C(=N5)C=C1[NH2+]2)CCC(=O)[O-])(C)CC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-]
2ahbut,VUQLHQFKACOHNZ-LURJTMIESA-M,CCC(C(=O)C)(C(=O)[O-])O
pphn,FPWMCUPFBRFMLH-XGAOUMNUSA-L,noinchikey_inpubchem
kdo8p,IZZNRKJLBIYBJN-HXUQBWEZSA-K,C1C(C(C(OC1(C(=O)[O-])O)C(COP(=O)([O-])[O-])O)O)O
ocACP,NA,noinchikey_inpubchem
mg2,JLVVSXFLKOJNIY-UHFFFAOYSA-N,[Mg+2]
dmpp,CBIDRCWHNCKSTO-UHFFFAOYSA-K,CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C
trnaile,NA,noinchikey_inpubchem
trnagly,NA,noinchikey_inpubchem
dump,JSRLJPSBLDHEIO-SHYZEUOFSA-L,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)([O-])[O-])O
ddca,NA,noinchikey_inpubchem
skm,JXOHGGNKMLTUBP-HSUXUTPPSA-M,C1C(C(C(C=C1C(=O)[O-])O)O)O
5caiz,JHLXDWGVSYMXPL-XVFCMESISA-K,C1=C(N(C=N1)C2C(C(C(O2)COP(=O)([O-])[O-])O)O)NC(=O)[O-]
pmcoa,LYCRXMTYUZDUGA-UYRKPTJQSA-I,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O)[O-])O
alaala,DEFJQIDDEAULHB-QWWZWVQMSA-N,CC(C(=O)NC(C)C(=O)O)N
dsbaox,NA,noinchikey_inpubchem
tdeACP,NA,noinchikey_inpubchem
hisp,CWNDERHTHMWBSI-YFKPBYRVSA-M,C1=C(NC=N1)CC(COP(=O)([O-])[O-])[NH3+]
fuc__L,PNNNRSAQSRJVSB-KCDKBNATSA-N,CC(C(C(C(C=O)O)O)O)O
1odec11eg3p,NA,noinchikey_inpubchem
2p4c2me,HTJXTKBIUVFUAR-XHIBXCGHSA-J,CC(CO)(C(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)O)OP(=O)([O-])[O-]
thymd,IQFYYKKMVGJFEH-XLPZGREQSA-N,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
gp4g,OLGWXCQXRSSQPO-MHARETSRSA-J,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C5NC(=NC6=O)N)O)O)O)O)NC(=NC2=O)N
peamn,BHHGXPLMPWCGHP-UHFFFAOYSA-O,C1=CC=C(C=C1)CC[NH3+]
10fthf,AUFGTPPARQZWDO-YPMHNXCESA-L,C1C(NC2=C(N1)NC(=NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]
g3ps,ZWZWYGMENQVNFU-UHNVWZDZSA-M,C(C(COP(=O)([O-])OCC(C(=O)[O-])[NH3+])O)O
hx2coa,OINXHIBNZUUIMR-IXUYQXAASA-J,CCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
pser__L,BZQFBWGGLXLEPQ-REOHCLBHSA-L,C(C(C(=O)[O-])[NH3+])OP(=O)([O-])[O-]
hkmpp,YIEMFVNCENFBSD-XQRVVYSFSA-L,CSCCC(=O)C(=COP(=O)([O-])[O-])O
glyc__R,RBNPOMFGQQGHHO-UWTATZPHSA-M,C(C(C(=O)[O-])O)O
dtdp,UJLXYODCHAELLY-XLPZGREQSA-K,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)([O-])OP(=O)([O-])[O-])O
3hmrsACP,NA,noinchikey_inpubchem
anhm,NA,noinchikey_inpubchem
uacmamu,DZOGQXKQLXAPND-XHUKORKBSA-K,CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)C(=O)[O-])O)O
